step,value
1704,6.02420377731323
1739,6.19442892074585
1770,6.74975204467773
1778,6.31174421310425
1788,6.86116790771484
1835,5.925124168396
1844,6.4639368057251
1864,6.14746761322022
1867,6.6875171661377
1882,6.18827390670776
1901,5.91674566268921
1905,6.35270643234253
1917,6.57437705993652
1923,6.78074932098389
1926,6.54104423522949
1928,5.74453926086426
1998,6.6060094833374
2029,6.19540309906006
2031,6.55063390731812
2036,6.44915533065796
2039,5.8840856552124
2047,6.42614316940308
2060,6.53341293334961
2064,6.53151702880859
2090,6.23931503295898
2117,6.55112171173096
2123,6.23459434509277
2153,6.3467698097229
2169,5.9752049446106
2237,6.34580230712891
2243,6.52217817306519
2247,5.48594045639038
2275,6.42503976821899
2313,6.47787570953369
2333,6.4300012588501
2344,6.36147689819336
2388,6.29507160186768
2390,6.10810089111328
2401,6.32783699035645
2404,6.08041572570801
2424,5.86510705947876
2425,5.57372379302979
2448,5.94865798950195
2450,6.57056188583374
2459,6.36114931106567
2467,5.91416883468628
2475,6.37790584564209
2502,6.06986331939697
2514,5.44024896621704
2516,6.28045845031738
2529,6.49608993530273
2533,6.43272829055786
2547,6.44890213012695
2576,6.09961128234863
2585,6.64211416244507
2588,6.64071750640869
2601,6.81629133224487
2603,6.33701229095459
2625,5.92128467559814
2628,5.98035669326782
2630,5.91604614257813
2695,5.99491262435913
2700,6.19920349121094
2703,6.02812814712524
2717,6.39796543121338
2750,5.9879846572876
2756,5.87470579147339
2763,6.03926086425781
2800,6.1515383720398
2801,6.22774028778076
2812,6.4226541519165
2813,6.39658164978027
2847,6.00472021102905
2848,6.07087993621826
2852,5.90830802917481
2859,6.31038761138916
2860,5.85399341583252
2862,5.82694625854492
2911,5.50691223144531
2923,5.45898914337158
2934,6.08582401275635
2975,6.23925495147705
2991,5.73499584197998
2992,5.88243103027344
2995,6.09872913360596
3005,6.1176643371582
3008,5.89608240127564
3036,6.40017318725586
3045,6.34084987640381
3057,6.29586029052734
3060,6.13888931274414
3102,6.03478145599365
3127,6.34075784683228
3135,6.32324886322022
3144,6.48864603042603
3160,5.90921688079834
3166,6.22905778884888
3181,5.52425050735474
3187,6.0621919631958
3202,6.55820798873901
3203,5.30570793151856
3224,6.09525203704834
3228,5.60477113723755
3248,6.15039730072022
3249,5.71667957305908
3297,6.05042314529419
3308,6.0333251953125
3328,6.23067617416382
3334,5.81244230270386
3342,6.02949285507202
3344,6.0200891494751
3354,5.50629425048828
3370,6.34578704833984
3378,6.76415634155273
3381,6.08619165420532
3398,6.01365375518799
3405,6.06927967071533
3417,6.18648910522461
3435,6.00801658630371
3459,6.06446123123169
3463,5.86489152908325
3469,5.60615634918213
3477,5.54966640472412
3484,5.86153602600098
3490,6.0692024230957
3514,6.25946426391602
3531,6.29052114486694
3533,6.12908744812012
3539,6.43171691894531
3540,5.63680362701416
3543,5.94829845428467
3562,5.94755792617798
3575,6.0881724357605
3586,6.35782432556152
3597,6.04983472824097
3600,5.816565990448
3603,5.92359495162964
3632,4.99464130401611
3633,6.20198678970337
3639,5.99907827377319
3645,5.50814819335938
3647,6.10095882415772
3663,5.85621452331543
3677,5.57810974121094
3694,6.27673959732056
3697,6.10938835144043
3700,5.7407717704773
3703,5.87979078292847
3706,6.07080173492432
3711,5.72459983825684
3715,5.94182205200195
3719,6.33281469345093
3721,5.74671077728272
3722,6.01925849914551
3723,5.51961517333984
3739,5.46516704559326
3746,5.93948173522949
3779,5.55652093887329
3783,6.06986808776856
3789,6.41695165634155
3794,5.79066562652588
3809,6.01995468139648
3812,6.07742834091187
3817,5.86048698425293
3852,5.68771600723267
3856,5.92064762115479
3861,5.83962821960449
3872,5.93407821655273
3921,5.72974681854248
3923,5.32682704925537
3929,5.73940753936768
3930,5.87994623184204
3931,5.97213840484619
3935,5.80166101455689
3945,6.34794425964356
3980,6.35363674163818
3989,6.08799934387207
3997,6.35427093505859
4030,5.52899217605591
4049,6.09840679168701
4052,5.62954950332642
4058,6.15002059936523
4060,6.18696880340576
4079,5.63887548446655
4086,5.55163383483887
4094,5.43562841415405
4113,5.67597103118897
4137,6.25725173950195
4153,5.57811403274536
4173,6.29647731781006
4179,5.72576141357422
4187,6.01016807556152
4205,5.95155620574951
4206,6.1052942276001
4215,5.63858032226563
4236,5.6282958984375
4241,5.83319187164307
4249,6.03853416442871
4252,5.96789026260376
4257,6.12360143661499
4266,6.11406660079956
4316,5.6622953414917
4317,6.13497686386108
4327,5.64277601242065
4366,6.25488376617432
4367,6.41597938537598
4376,5.89244318008423
4377,5.70912075042725
4392,6.02059698104858
4403,6.2596583366394
4404,5.64848756790161
4452,5.95122528076172
4463,5.80487442016602
4474,5.75308513641357
4479,5.76001930236816
4490,5.94610738754272
4501,5.63506412506104
4516,6.04540014266968
4527,6.26146793365479
4529,6.19077110290527
4531,5.92398548126221
4537,5.6367974281311
4541,5.997154712677
4549,6.02276802062988
4574,6.32017707824707
4575,6.06279945373535
4582,5.87718057632446
4611,5.84227609634399
4617,6.22073078155518
4620,6.10221338272095
4637,5.49789810180664
4650,5.95827198028564
4703,5.96835994720459
4704,5.86477518081665
4730,5.9189567565918
4740,5.81876659393311
4744,6.46737098693848
4750,5.85951662063599
4769,5.46338319778442
4772,5.7044153213501
4778,5.77121829986572
4783,6.00824785232544
4811,5.59492111206055
4824,5.75344657897949
4832,5.7025899887085
4851,6.28886842727661
4854,5.87200117111206
4887,6.23869895935059
4892,6.71816539764404
4894,5.54503631591797
4904,6.05824279785156
4910,5.18710517883301
4911,5.37621259689331
4916,6.04103565216064
4921,6.20230579376221
4926,5.65218687057495
4940,5.82252264022827
4959,5.50104808807373
4994,5.72793626785278
5002,5.04336738586426
5014,5.83722972869873
5045,6.29078722000122
5049,5.95456457138062
5056,5.8611478805542
5070,5.81473064422607
5084,5.95449352264404
5106,5.46209335327148
5135,5.47162866592407
5141,5.91606855392456
5159,6.14056968688965
5168,5.7171835899353
5175,5.70196008682251
5178,6.39026355743408
5198,5.513023853302
5210,5.38664960861206
5246,5.90277862548828
5270,5.76996946334839
5273,6.20901584625244
5297,5.74036026000977
5308,6.41575145721436
5312,5.35784435272217
5319,5.09257984161377
5338,5.75270843505859
5349,5.58916139602661
5361,5.50125694274902
5375,5.62296390533447
5391,5.17996597290039
5438,5.92021894454956
5440,6.22073268890381
5443,5.51288795471191
5450,6.02549648284912
5462,5.75602769851685
5494,5.11990356445313
5520,5.58429956436157
5522,5.81983470916748
5524,5.84185457229614
5535,5.71707725524902
5539,5.47883558273315
5549,5.59640550613403
5563,4.88574171066284
5565,6.07399320602417
5571,5.28795051574707
5601,5.72973108291626
5611,5.48824214935303
5631,5.37149429321289
5632,5.80902481079102
5641,5.95693826675415
5646,5.96774435043335
5661,5.67335653305054
5664,5.62829828262329
5680,5.87838554382324
5681,5.79234266281128
5705,5.94611024856567
5714,5.31781148910522
5740,5.66961669921875
5754,5.67385768890381
5781,5.8955249786377
5787,5.71279716491699
5788,5.77572727203369
5792,5.71323108673096
5799,5.14074420928955
5800,5.77511978149414
5813,5.49292755126953
5817,5.59828948974609
5820,5.62573051452637
5831,5.92448043823242
5833,5.29183101654053
5854,5.88645172119141
5860,6.21152448654175
5866,5.22684383392334
5870,5.95498561859131
5880,6.06935167312622
5887,5.98341274261475
5892,6.08223438262939
5925,4.60244655609131
5933,5.93338298797607
5935,5.94727993011475
5937,6.30821418762207
5949,5.62496185302734
5964,5.85629796981812
5973,5.53793239593506
5980,5.89484071731567
5990,5.39499425888062
5991,5.07629299163818
5995,6.10364151000977
6003,5.76629304885864
6046,5.98244667053223
6053,6.06728363037109
6056,5.73344707489014
6058,5.68290758132935
6060,5.65152931213379
6062,5.15654945373535
6082,5.21810817718506
6090,4.52387762069702
6093,5.52335357666016
6098,5.94889068603516
6104,6.07147598266602
6121,6.21897506713867
6122,6.13713264465332
6136,5.79632663726807
6138,5.54599094390869
6141,5.84497213363647
6151,5.83511590957642
6197,6.06979465484619
6209,5.64587450027466
6213,5.8106837272644
6215,5.3451681137085
6250,5.72603034973145
6258,5.99939489364624
6270,5.70934438705444
6294,5.99798917770386
6301,5.59271478652954
6308,5.80070114135742
6333,5.9651665687561
6334,5.58787775039673
6355,5.88252353668213
6376,4.9821457862854
6394,5.65722322463989
6397,6.05390357971191
6408,5.58811140060425
6409,5.56965827941895
6410,5.8885669708252
6423,5.31871128082275
6440,5.89949131011963
6455,5.72532939910889
6468,5.64604377746582
6504,5.84300756454468
6512,5.38128805160522
6519,5.91938304901123
6522,5.85667848587036
6537,5.65906572341919
6540,5.72120189666748
6548,5.37726306915283
6587,5.68031311035156
6590,5.35820865631104
6596,5.39536666870117
6600,5.97662496566772
6603,5.67525100708008
6609,5.3358678817749
6627,5.31745433807373
6638,5.85074806213379
6709,5.33331966400147
6712,5.99472999572754
6714,5.62580299377441
6716,5.44317197799683
6722,4.63888454437256
6731,5.42103433609009
6737,5.58002710342407
6788,4.94168329238892
6813,5.82210731506348
6829,5.71181344985962
6844,5.22401428222656
6845,5.13229560852051
6848,5.95276927947998
6875,5.89783096313477
6896,5.40001153945923
6900,5.74890184402466
6910,5.85352802276611
6942,5.27942943572998
6963,5.68604373931885
6983,5.8099889755249
7013,5.38208627700806
7029,5.19578742980957
7036,5.77952146530151
7053,5.20864152908325
7069,5.81483840942383
7081,5.77631378173828
7086,5.66485977172852
7102,5.98963356018066
7117,5.68563842773438
7124,5.6046462059021
7158,5.31194829940796
7168,5.35073280334473
7179,5.16222906112671
7181,5.90694379806519
7213,4.57071018218994
7220,5.55197429656982
7237,5.41829442977905
7244,5.5102071762085
7252,5.39802503585815
7253,5.46704578399658
7254,5.65879440307617
7259,5.40276527404785
7285,5.38849115371704
7315,5.30967521667481
7349,5.07231998443604
7351,4.87203979492188
7367,5.50016593933106
7374,5.74660301208496
7378,5.71354103088379
7400,5.4347505569458
7401,5.84477615356445
7403,4.96739292144775
7438,5.8121542930603
7439,5.76383638381958
7440,5.38203001022339
7453,5.23962783813477
7456,5.58627557754517
7472,5.58021593093872
7474,5.46595668792725
7512,5.28774499893189
7518,5.79947233200073
7526,5.35972499847412
7528,5.4260311126709
7532,5.45661687850952
7563,5.4699764251709
7566,5.25419473648071
7582,5.44293832778931
7606,6.05210685729981
7614,5.61426019668579
7619,5.28013324737549
7674,5.40462017059326
7675,5.39045190811157
7690,5.32930517196655
7717,6.03591442108154
7721,5.58790302276611
7726,5.31710815429688
7740,5.52182292938232
7749,5.37396764755249
7758,5.55527257919312
7765,5.4901123046875
7784,4.67501544952393
7787,5.73099613189697
7799,5.29459571838379
7858,5.25710105895996
7860,5.55661296844482
7862,5.66722869873047
7882,5.3491358757019
7883,6.01344871520996
7893,5.28240871429443
7926,5.45505714416504
7932,5.68653631210327
7946,5.28734302520752
7957,5.47157716751099
7986,5.10297632217407
7990,5.41366147994995
8002,5.41925525665283
8008,5.16982746124268
8014,5.70828819274902
8065,5.81481838226318
8077,5.7882194519043
8078,5.83970069885254
8103,5.42395305633545
8108,5.58433103561401
8109,5.36763668060303
8127,5.63767671585083
8138,5.93879699707031
8160,5.54928398132324
8188,4.62626791000366
8196,5.10637426376343
8216,5.07358646392822
8217,5.32253217697144
8235,5.15946006774902
8254,4.99826002120972
8265,5.97119760513306
8273,5.80339527130127
8277,4.68758678436279
8280,5.24134969711304
8287,5.29672384262085
8296,5.68972587585449
8297,5.4718770980835
8326,5.66651344299316
8341,5.44838380813599
8350,5.58780527114868
8363,5.09810352325439
8387,5.92731285095215
8389,4.90998411178589
8404,5.61749315261841
8410,5.76756715774536
8411,5.49609565734863
8426,4.65866613388062
8427,5.18966007232666
8431,4.91975593566895
8434,5.16832256317139
8495,5.48237800598145
8507,5.95044326782227
8543,5.25541114807129
8548,6.08923673629761
8552,5.14174604415894
8573,5.49838161468506
8611,5.38290071487427
8614,5.63290500640869
8621,5.10752534866333
8624,5.29560852050781
8635,5.32742881774902
8646,5.41114854812622
8665,5.73557662963867
8690,5.10283756256104
8694,5.06494331359863
8707,4.6858434677124
8763,5.50572299957275
8775,5.28775930404663
8780,5.55772876739502
8785,5.54639101028442
8818,5.13875961303711
8823,5.45535564422607
8828,5.06716871261597
8835,5.88238430023193
8849,5.2167763710022
8857,5.12807178497314
8862,5.16293811798096
8884,5.42067623138428
8901,5.53876924514771
8914,5.29480743408203
8918,5.34975862503052
8934,4.87200784683228
8938,5.27965593338013
8952,5.47953319549561
8982,5.33180618286133
9002,4.97300004959106
9025,5.76968908309937
9033,5.15892601013184
9060,6.01646089553833
9084,5.33317947387695
9090,5.28475141525269
9096,4.7614369392395
9119,5.00436115264893
9145,5.55389308929443
9158,4.75022220611572
9166,5.09721660614014
9186,5.38746452331543
9187,5.29311084747314
9222,5.19951581954956
9224,5.12094354629517
9243,5.60282945632935
9246,5.36602163314819
9267,5.69281911849976
9269,5.3997802734375
9294,5.44038200378418
9314,5.80533313751221
9329,4.78632593154907
9336,5.84302091598511
9339,5.52239894866943
9414,5.58743619918823
9428,5.28389358520508
9444,5.83438968658447
9445,5.44473361968994
9500,5.42630434036255
9502,5.61886215209961
9514,5.28187274932861
9519,5.50350522994995
9523,5.57302761077881
9526,5.49216747283936
9549,5.68773460388184
9553,5.16738414764404
9563,6.09231233596802
9573,5.43454933166504
9584,5.66317129135132
9615,5.24017906188965
9619,5.34770393371582
9642,4.87316751480103
9648,5.63673782348633
9651,5.52493858337402
9680,5.21977090835571
9682,5.43118524551392
9698,5.42435359954834
9709,5.60750961303711
9713,5.37402772903442
9767,5.2593560218811
9772,5.76702213287354
9795,5.51947164535522
9810,4.76643037796021
9811,5.37535953521729
9826,4.93507528305054
9828,4.85528802871704
9830,5.45392322540283
9831,5.26604223251343
9832,5.29182481765747
9855,5.43339824676514
9858,5.1156849861145
9878,5.1701545715332
9893,5.67675495147705
9896,5.14913272857666
9901,5.3164234161377
9931,5.41207551956177
9933,5.36738967895508
9944,5.02183437347412
9959,5.59520387649536
9960,5.21993494033814
9963,4.95495414733887
9968,5.03981256484985
9973,5.2860803604126
9989,5.50176000595093
10005,5.20555591583252
10006,5.09678936004639
10019,5.30785846710205
10025,5.61914348602295
10053,5.15917110443115
10056,5.07844829559326
10066,5.15394353866577
10091,5.1534276008606
10108,5.25730609893799
10135,5.89479923248291
10138,5.76675939559937
10156,4.9354395866394
10164,5.9378342628479
10185,5.08314371109009
10189,5.88013982772827
10191,5.31894731521606
10208,4.84534978866577
10232,5.2094464302063
10235,5.99340438842773
10241,4.85965013504028
10244,5.46302270889282
10259,4.69187927246094
10276,4.88268756866455
10286,5.04009008407593
10305,4.89013862609863
10310,5.30730438232422
10322,5.15991306304932
10326,5.10299968719482
10359,5.72954702377319
10387,4.94511699676514
10390,5.73352718353272
10391,5.48056364059448
10397,5.00016689300537
10404,4.90073585510254
10412,4.95639038085938
10428,5.50620174407959
10471,5.17108154296875
10475,5.13613271713257
10490,5.5028657913208
10507,5.54990339279175
10537,5.22691535949707
10544,4.64744234085083
10548,5.7203803062439
10555,5.19817399978638
10571,5.4530143737793
10580,4.93584442138672
10589,5.5304970741272
10605,4.96947288513184
10618,5.50220203399658
10620,5.08775138854981
10636,5.04830741882324
10638,5.40004730224609
10647,5.72077369689941
10656,5.07648944854736
10657,5.01115846633911
10659,5.73901176452637
10663,5.16939830780029
10664,5.0126805305481
10704,4.96203231811523
10707,5.88233661651611
10728,5.32535648345947
10746,5.11645126342773
10770,4.82915115356445
10773,5.06697940826416
10785,5.3306450843811
10808,5.00460529327393
10820,5.0720157623291
10832,4.94625377655029
10833,4.81175518035889
10865,5.33537292480469
10876,5.18087291717529
10898,5.70743274688721
10903,5.99875354766846
10915,5.02820634841919
10942,5.45495986938477
10943,5.39432334899902
10980,5.20968055725098
11019,5.03188228607178
11020,5.6644401550293
11022,5.17191123962402
11029,5.27029371261597
11035,5.44253540039063
11037,5.90567493438721
11043,4.8351469039917
11052,5.36776494979858
11083,5.78206729888916
11099,5.65553426742554
11101,4.99891901016235
11112,4.82912492752075
11117,5.63933420181274
11132,5.16865158081055
11142,5.29265737533569
11143,5.07021522521973
11149,5.06607913970947
11193,5.52111434936523
11197,5.17512702941895
11202,5.49934196472168
11209,5.1509313583374
11214,4.60690307617188
11216,5.48216438293457
11229,5.81364345550537
11242,5.65275287628174
11261,4.88243436813355
11265,5.71223068237305
11269,5.66473579406738
11297,4.84326934814453
11299,5.31318712234497
11309,5.49864768981934
11311,5.50065517425537
11317,5.13408708572388
11337,5.60799503326416
11376,4.75388050079346
11379,5.53553199768066
11395,5.55546236038208
11396,5.02400827407837
11403,4.1182165145874
11439,5.30690956115723
11445,5.23244476318359
11457,4.81982612609863
11488,5.24430084228516
11514,4.38924694061279
11534,5.39627981185913
11535,5.24965000152588
11540,4.88397216796875
11550,5.58133602142334
11551,5.06688117980957
11560,4.79715538024902
11573,5.63034963607788
11587,4.78405237197876
11603,5.57984828948975
11648,5.20843029022217
11654,4.73488759994507
11663,5.20554637908936
11684,5.09252166748047
11717,5.23533439636231
11739,4.75347328186035
11741,4.89478492736816
11746,5.52365064620972
11747,5.12315464019775
11754,4.80900478363037
11758,5.23310613632202
11763,5.55767917633057
11794,5.30395555496216
11804,5.51559638977051
11820,5.30672645568848
11874,5.29821825027466
11897,5.44611930847168
11903,5.17183113098145
11909,4.86053895950317
11918,4.82083797454834
11925,5.88303804397583
11950,4.52864789962769
11953,4.81618595123291
11959,5.33576774597168
11969,4.68952322006226
11979,4.84483575820923
11997,5.5916600227356
12000,4.42064666748047
12001,5.08019685745239
12019,5.03734254837036
12023,5.29824924468994
12028,5.37560892105103
12038,5.62279176712036
12060,5.5109920501709
12061,5.67624998092651
12067,5.08384275436401
12068,5.149658203125
12069,5.0730242729187
12073,5.05403518676758
12078,5.69071674346924
12090,5.28873729705811
12105,5.0590124130249
12111,5.97854375839233
12155,5.60900640487671
12173,4.66244268417358
12190,5.18586444854736
12220,5.33983325958252
12225,5.38706493377686
12230,5.00245380401611
12251,5.11449718475342
12263,4.90566635131836
12271,5.29138994216919
12274,5.27517509460449
12304,4.96677684783936
12317,5.16392612457275
12323,4.83596324920654
12337,5.52434539794922
12342,5.25747728347778
12343,5.04629611968994
12344,5.57818746566772
12353,5.39667177200317
12360,5.28530073165894
12367,5.0661244392395
12377,4.97607803344727
12397,5.49114799499512
12411,4.5852165222168
12435,4.79413509368897
12442,4.98556184768677
12443,5.59737634658814
12455,5.76445198059082
12457,5.31651878356934
12480,4.7441930770874
12486,4.89282608032227
12493,5.92609691619873
12498,5.25155162811279
12503,5.49181413650513
12506,5.01438331604004
12518,5.89256906509399
12553,4.88743877410889
12556,5.09251117706299
12572,4.9524359703064
12586,5.11047840118408
12589,5.39995002746582
12594,4.86929845809937
12618,5.34112882614136
12640,4.83211803436279
12641,5.56323051452637
12646,4.81336164474487
12656,4.73383378982544
12658,5.0953164100647
12688,5.1981635093689
12710,5.3767147064209
12712,5.7333517074585
12722,4.7086124420166
12731,5.42855453491211
12732,5.44545793533325
12738,5.37158679962158
12739,5.81297826766968
12742,5.33736896514893
12772,5.58093166351318
12780,5.77647876739502
12782,5.1433539390564
12810,5.0233154296875
12830,5.33178329467773
12842,5.13971185684204
12859,5.25151014328003
12875,5.36024618148804
12900,4.9378604888916
12903,4.80042886734009
12909,5.13972902297974
12915,5.55645084381104
12917,4.99918603897095
12933,5.07618236541748
12934,5.08088111877441
12959,5.2751841545105
12970,4.83627891540527
13019,4.6606969833374
13035,5.12178325653076
13074,4.80383157730103
13079,4.91209077835083
13081,4.40287017822266
13122,5.59886646270752
13124,4.90520858764648
13159,4.72361087799072
13160,5.63342905044556
13186,5.51318836212158
13189,5.37743520736694
13202,4.81602954864502
13208,5.33846426010132
13220,5.60956859588623
13233,4.90496873855591
13252,5.42601585388184
13257,5.04819393157959
13278,4.86236190795898
13285,4.98583364486694
13286,5.16881656646729
13288,4.92084312438965
13297,4.99356317520142
13308,5.22232294082642
13341,5.00274276733398
13344,4.52688789367676
13360,4.63534355163574
13362,5.71969175338745
13412,5.14487171173096
13415,4.99956655502319
13433,4.83717250823975
13438,4.82264471054077
13442,4.86364221572876
13460,4.87667417526245
13481,5.01731491088867
13507,5.36137390136719
13535,5.11598348617554
13536,5.39104890823364
13542,5.13375234603882
13566,4.55225944519043
13573,4.46046876907349
13590,5.48050212860107
13601,5.15804672241211
13611,5.42486238479614
13649,5.48210144042969
13657,5.57757472991943
13678,5.24872875213623
13697,5.07361364364624
13699,5.44450569152832
13706,5.11701679229736
13717,5.28306436538696
13728,5.10796594619751
13769,5.54117679595947
13796,4.78104972839356
13798,5.0745735168457
13803,5.47647523880005
13818,4.81777954101563
13820,5.70458221435547
13853,5.32657670974731
13862,5.37001895904541
13878,4.22513580322266
13897,4.84274816513062
13902,4.78484535217285
13910,5.01464033126831
13913,5.27838659286499
13920,5.42928838729858
13930,4.98616409301758
13953,4.58854293823242
13961,5.07562685012817
13967,4.47606420516968
13971,4.75378704071045
13992,5.07882356643677
14000,5.40772008895874
14037,4.43047904968262
14042,5.1404128074646
14043,5.54226064682007
14046,5.06909036636353
14055,4.98090600967407
14057,4.70727634429932
14105,5.79190826416016
14114,5.02779769897461
14123,5.51475429534912
14192,4.5280876159668
14195,4.60029983520508
14198,5.06069374084473
14220,5.2425012588501
14229,5.32030296325684
14237,5.6630277633667
14247,4.74349546432495
14257,4.87222290039063
14263,4.84322452545166
14275,4.63584184646606
14286,4.65431880950928
14308,4.43840789794922
14309,4.76627922058106
14312,4.83973550796509
14313,5.06768703460693
14320,5.03579568862915
14327,5.00925493240356
14338,5.14343929290772
14342,5.39259004592896
14361,4.67925643920898
14367,4.9902982711792
14390,4.59120893478394
14403,5.15344142913818
14434,5.24275016784668
14452,5.21267127990723
14484,5.09955167770386
14486,4.42089366912842
14487,4.77826929092407
14497,4.7528338432312
14529,5.97886610031128
14532,5.19802570343018
14548,4.47743034362793
14554,5.81117677688599
14568,4.9070348739624
14596,5.04919338226318
14602,5.3726282119751
14611,4.41205453872681
14619,5.31559467315674
14630,5.27384948730469
14657,5.08268547058106
14662,5.24513339996338
14709,5.04110956192017
14721,4.76397323608398
14725,5.35645484924316
14726,4.80138874053955
14736,5.0505805015564
14745,5.48782920837402
14755,4.7292628288269
14757,5.49681091308594
14767,5.19557428359985
14787,4.57929420471191
14790,4.28194236755371
14791,4.91670370101929
14803,4.92608737945557
14810,5.04540252685547
14820,4.52581405639648
14843,4.89256095886231
14861,5.24863338470459
14882,5.06071424484253
14889,4.56042098999023
14890,5.18119192123413
14930,5.23786449432373
14934,5.4567346572876
14943,4.79474878311157
14948,4.72241449356079
14965,5.14658069610596
14982,4.92287349700928
14993,4.8906946182251
15000,5.13863229751587
15006,4.73366832733154
15042,5.06283950805664
15047,4.93941879272461
15071,4.72903394699097
15093,5.37113761901856
15107,5.00788593292236
15108,4.7349066734314
15125,5.20950984954834
15135,4.47024154663086
15159,5.07143211364746
15179,4.97285842895508
15184,4.82450580596924
15245,5.14310741424561
15252,5.05495262145996
15253,4.79990339279175
15257,4.83253288269043
15266,5.37836837768555
15288,5.19488525390625
15308,5.52809810638428
15320,4.8870530128479
15352,5.07965612411499
15377,4.97723293304443
15402,5.31188869476318
15414,5.71279668807983
15415,4.98619985580444
15437,5.05114841461182
15449,5.35328722000122
15480,3.89373302459717
15511,5.18340873718262
15512,5.11137962341309
15525,5.11165428161621
15533,5.28751850128174
15534,4.85738945007324
15539,4.6991662979126
15551,4.52321290969849
15553,4.74306392669678
15582,5.24241924285889
15593,4.45783853530884
15631,5.29460906982422
15638,4.8887825012207
15643,4.59164381027222
15659,4.98186254501343
15670,5.13703441619873
15676,5.40447044372559
15686,5.33076095581055
15700,4.52128219604492
15707,5.02894067764282
15710,4.90624761581421
15748,4.31503582000732
15755,5.10613107681274
15782,5.05101013183594
15795,5.17216014862061
15801,4.54621648788452
15811,5.11301279067993
15823,5.02429580688477
15837,4.8229546546936
15855,5.5280122756958
15858,4.99012279510498
15862,4.93805456161499
15865,4.73265838623047
15866,5.50542068481445
15887,4.94341707229614
15897,4.50883769989014
15909,4.80662059783936
15912,5.2992091178894
15925,4.70443439483643
15931,4.84017562866211
15934,5.00369930267334
15950,4.85622692108154
15969,5.59816455841064
16034,4.65906715393066
16037,5.39441299438477
16052,5.04170227050781
16054,5.25669097900391
16063,4.77941036224365
16088,4.79522466659546
16092,4.87218904495239
16107,5.12741708755493
16108,4.74758672714233
16110,4.69613170623779
16124,4.98767757415772
16127,5.32431888580322
16133,4.99899959564209
16137,5.14659214019775
16149,4.61481761932373
16156,4.87022876739502
16185,5.41532039642334
16195,5.07194042205811
16201,5.08182048797607
16203,4.59591293334961
16206,4.6910252571106
16218,5.13261985778809
16229,4.83896732330322
16238,4.98309898376465
16245,3.92806625366211
16274,4.93802165985107
16284,4.51985645294189
16286,4.85708379745483
